Hash Code 2021

Simulation
----------
Duration     : 676
Intersections: 500
Streets      : 998
Cars         : 1000
Max score    : 921203
Bonus points : 500

Schedule
--------
Intersections   : 500
Street lights   : 956
Arrived cars    : 839
Earliest arrival: 3
Latest arrival  : 676
Crossed streets : 952
Total wait time : 85211
Schedule score  : 718069
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 617, intersection 499: 647 total wait time, 221 streets in the intersection
Street 105, intersection 499: 639 total wait time, 221 streets in the intersection
Street 681, intersection 499: 634 total wait time, 221 streets in the intersection
Street 817, intersection 499: 621 total wait time, 221 streets in the intersection
Street 777, intersection 499: 620 total wait time, 221 streets in the intersection
Street 221, intersection 499: 616 total wait time, 221 streets in the intersection
Street 181, intersection 499: 612 total wait time, 221 streets in the intersection
Street 985, intersection 499: 601 total wait time, 221 streets in the intersection
Street 745, intersection 499: 597 total wait time, 221 streets in the intersection
Street 641, intersection 499: 594 total wait time, 221 streets in the intersection
Street 349, intersection 499: 589 total wait time, 221 streets in the intersection
Street 961, intersection 499: 584 total wait time, 221 streets in the intersection
Street 497, intersection 499: 582 total wait time, 221 streets in the intersection
Street 85, intersection 499: 581 total wait time, 221 streets in the intersection
Street 21, intersection 499: 577 total wait time, 221 streets in the intersection
Street 809, intersection 499: 570 total wait time, 221 streets in the intersection
Street 605, intersection 499: 570 total wait time, 221 streets in the intersection
Street 481, intersection 499: 565 total wait time, 221 streets in the intersection
Street 157, intersection 499: 559 total wait time, 221 streets in the intersection
Street 189, intersection 499: 552 total wait time, 221 streets in the intersection
Street 529, intersection 499: 550 total wait time, 221 streets in the intersection
Street 301, intersection 499: 544 total wait time, 221 streets in the intersection
Street 493, intersection 499: 543 total wait time, 221 streets in the intersection
Street 877, intersection 499: 541 total wait time, 221 streets in the intersection
Street 489, intersection 499: 541 total wait time, 221 streets in the intersection
Street 593, intersection 499: 537 total wait time, 221 streets in the intersection
Street 445, intersection 499: 535 total wait time, 221 streets in the intersection
Street 813, intersection 499: 533 total wait time, 221 streets in the intersection
Street 905, intersection 499: 525 total wait time, 221 streets in the intersection
Street 137, intersection 499: 512 total wait time, 221 streets in the intersection
Street 585, intersection 499: 509 total wait time, 221 streets in the intersection
Street 369, intersection 499: 506 total wait time, 221 streets in the intersection
Street 829, intersection 499: 503 total wait time, 221 streets in the intersection
Street 469, intersection 499: 503 total wait time, 221 streets in the intersection
Street 917, intersection 499: 501 total wait time, 221 streets in the intersection
Street 133, intersection 499: 494 total wait time, 221 streets in the intersection
Street 541, intersection 499: 492 total wait time, 221 streets in the intersection
Street 37, intersection 499: 491 total wait time, 221 streets in the intersection
Street 969, intersection 499: 490 total wait time, 221 streets in the intersection
Street 373, intersection 499: 488 total wait time, 221 streets in the intersection
Street 845, intersection 499: 487 total wait time, 221 streets in the intersection
Street 805, intersection 499: 485 total wait time, 221 streets in the intersection
Street 825, intersection 499: 483 total wait time, 221 streets in the intersection
Street 729, intersection 499: 480 total wait time, 221 streets in the intersection
Street 149, intersection 499: 477 total wait time, 221 streets in the intersection
Street 717, intersection 499: 473 total wait time, 221 streets in the intersection
Street 933, intersection 499: 471 total wait time, 221 streets in the intersection
Street 389, intersection 499: 468 total wait time, 221 streets in the intersection
Street 949, intersection 499: 465 total wait time, 221 streets in the intersection
Street 197, intersection 499: 462 total wait time, 221 streets in the intersection
Street 433, intersection 499: 460 total wait time, 221 streets in the intersection
Street 93, intersection 499: 460 total wait time, 221 streets in the intersection
Street 957, intersection 499: 452 total wait time, 221 streets in the intersection
Street 577, intersection 499: 446 total wait time, 221 streets in the intersection
Street 749, intersection 499: 443 total wait time, 221 streets in the intersection
Street 57, intersection 499: 430 total wait time, 221 streets in the intersection
Street 49, intersection 499: 430 total wait time, 221 streets in the intersection
Street 793, intersection 499: 425 total wait time, 221 streets in the intersection
Street 937, intersection 499: 422 total wait time, 221 streets in the intersection
Street 697, intersection 499: 420 total wait time, 221 streets in the intersection
Street 265, intersection 499: 419 total wait time, 221 streets in the intersection
Street 385, intersection 499: 405 total wait time, 221 streets in the intersection
Street 297, intersection 499: 404 total wait time, 221 streets in the intersection
Street 941, intersection 499: 397 total wait time, 221 streets in the intersection
Street 361, intersection 499: 385 total wait time, 221 streets in the intersection
Street 561, intersection 499: 384 total wait time, 221 streets in the intersection
Street 345, intersection 499: 380 total wait time, 221 streets in the intersection
Street 261, intersection 499: 378 total wait time, 221 streets in the intersection
Street 409, intersection 499: 376 total wait time, 221 streets in the intersection
Street 165, intersection 499: 373 total wait time, 221 streets in the intersection
Street 453, intersection 499: 372 total wait time, 221 streets in the intersection
Street 785, intersection 499: 371 total wait time, 221 streets in the intersection
Street 977, intersection 499: 365 total wait time, 221 streets in the intersection
Street 173, intersection 499: 356 total wait time, 221 streets in the intersection
Street 661, intersection 499: 354 total wait time, 221 streets in the intersection
Street 329, intersection 499: 341 total wait time, 221 streets in the intersection
Street 277, intersection 499: 341 total wait time, 221 streets in the intersection
Street 129, intersection 499: 341 total wait time, 221 streets in the intersection
Street 45, intersection 499: 340 total wait time, 221 streets in the intersection
Street 981, intersection 499: 340 total wait time, 221 streets in the intersection
Street 153, intersection 499: 340 total wait time, 221 streets in the intersection
Street 549, intersection 499: 336 total wait time, 221 streets in the intersection
Street 757, intersection 499: 330 total wait time, 221 streets in the intersection
Street 457, intersection 499: 319 total wait time, 221 streets in the intersection
Street 1, intersection 499: 314 total wait time, 221 streets in the intersection
