Hash Code 2021

Simulation
----------
Duration     : 1640
Intersections: 10000
Streets      : 35030
Cars         : 1000
Max score    : 1328389
Bonus points : 100

Schedule
--------
Intersections   : 7660
Street lights   : 11472
Arrived cars    : 998
Earliest arrival: 1
Latest arrival  : 1604
Crossed streets : 11472
Total wait time : 16443
Schedule score  : 1311790
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 18241, intersection 8630: 16 total wait time, 3 streets in the intersection
Street 21530, intersection 2897: 16 total wait time, 3 streets in the intersection
Street 9219, intersection 3266: 16 total wait time, 2 streets in the intersection
Street 13079, intersection 7306: 16 total wait time, 3 streets in the intersection
Street 18105, intersection 3669: 16 total wait time, 2 streets in the intersection
Street 24652, intersection 2157: 16 total wait time, 2 streets in the intersection
Street 26785, intersection 5362: 15 total wait time, 2 streets in the intersection
Street 25282, intersection 4175: 15 total wait time, 2 streets in the intersection
Street 25672, intersection 4947: 15 total wait time, 2 streets in the intersection
Street 29659, intersection 5738: 15 total wait time, 3 streets in the intersection
Street 16754, intersection 3458: 15 total wait time, 3 streets in the intersection
Street 29419, intersection 6414: 15 total wait time, 2 streets in the intersection
Street 34530, intersection 4441: 15 total wait time, 3 streets in the intersection
Street 15123, intersection 5773: 15 total wait time, 2 streets in the intersection
Street 28809, intersection 7004: 15 total wait time, 4 streets in the intersection
Street 31240, intersection 4020: 15 total wait time, 2 streets in the intersection
Street 32631, intersection 7333: 15 total wait time, 2 streets in the intersection
Street 18062, intersection 5848: 15 total wait time, 2 streets in the intersection
Street 8169, intersection 1629: 15 total wait time, 2 streets in the intersection
Street 20799, intersection 4505: 15 total wait time, 3 streets in the intersection
Street 13422, intersection 5685: 15 total wait time, 2 streets in the intersection
Street 19606, intersection 7224: 15 total wait time, 3 streets in the intersection
Street 20143, intersection 687: 15 total wait time, 2 streets in the intersection
Street 33654, intersection 4552: 15 total wait time, 3 streets in the intersection
Street 33112, intersection 1778: 15 total wait time, 3 streets in the intersection
Street 1204, intersection 1712: 15 total wait time, 3 streets in the intersection
Street 10525, intersection 5622: 15 total wait time, 4 streets in the intersection
Street 4056, intersection 8393: 15 total wait time, 2 streets in the intersection
Street 11360, intersection 746: 15 total wait time, 2 streets in the intersection
Street 24031, intersection 7394: 15 total wait time, 2 streets in the intersection
Street 2689, intersection 6639: 15 total wait time, 2 streets in the intersection
Street 18919, intersection 5444: 15 total wait time, 2 streets in the intersection
Street 24692, intersection 4946: 15 total wait time, 2 streets in the intersection
Street 9867, intersection 9623: 15 total wait time, 3 streets in the intersection
Street 15751, intersection 4621: 15 total wait time, 2 streets in the intersection
Street 17872, intersection 8463: 15 total wait time, 2 streets in the intersection
Street 14494, intersection 2865: 14 total wait time, 2 streets in the intersection
Street 21343, intersection 3119: 14 total wait time, 3 streets in the intersection
Street 30847, intersection 9083: 14 total wait time, 2 streets in the intersection
Street 19761, intersection 2800: 14 total wait time, 3 streets in the intersection
Street 34274, intersection 2881: 14 total wait time, 3 streets in the intersection
Street 34640, intersection 3052: 14 total wait time, 2 streets in the intersection
Street 27755, intersection 405: 14 total wait time, 3 streets in the intersection
Street 6541, intersection 3219: 14 total wait time, 3 streets in the intersection
Street 24891, intersection 8212: 14 total wait time, 3 streets in the intersection
Street 18444, intersection 3914: 14 total wait time, 2 streets in the intersection
Street 13816, intersection 4356: 14 total wait time, 3 streets in the intersection
Street 4530, intersection 6939: 14 total wait time, 2 streets in the intersection
Street 25768, intersection 4551: 14 total wait time, 2 streets in the intersection
Street 30122, intersection 3301: 14 total wait time, 2 streets in the intersection
Street 14623, intersection 6641: 14 total wait time, 3 streets in the intersection
Street 25674, intersection 5030: 14 total wait time, 2 streets in the intersection
Street 31639, intersection 8625: 14 total wait time, 3 streets in the intersection
Street 1500, intersection 7421: 14 total wait time, 2 streets in the intersection
Street 23455, intersection 4403: 14 total wait time, 2 streets in the intersection
Street 10473, intersection 1218: 14 total wait time, 2 streets in the intersection
Street 10832, intersection 1628: 14 total wait time, 3 streets in the intersection
Street 1963, intersection 3612: 14 total wait time, 3 streets in the intersection
Street 16552, intersection 7162: 14 total wait time, 2 streets in the intersection
Street 21696, intersection 9100: 14 total wait time, 4 streets in the intersection
Street 5194, intersection 4945: 14 total wait time, 3 streets in the intersection
Street 22249, intersection 6637: 14 total wait time, 2 streets in the intersection
Street 30985, intersection 194: 14 total wait time, 3 streets in the intersection
Street 7454, intersection 6420: 14 total wait time, 3 streets in the intersection
Street 24196, intersection 3731: 14 total wait time, 3 streets in the intersection
Street 17978, intersection 6419: 14 total wait time, 3 streets in the intersection
Street 28442, intersection 4104: 14 total wait time, 3 streets in the intersection
Street 6683, intersection 2446: 14 total wait time, 4 streets in the intersection
Street 27865, intersection 2463: 14 total wait time, 2 streets in the intersection
Street 29333, intersection 3294: 14 total wait time, 3 streets in the intersection
Street 12392, intersection 4342: 13 total wait time, 2 streets in the intersection
Street 12955, intersection 2094: 13 total wait time, 2 streets in the intersection
Street 8731, intersection 3116: 13 total wait time, 3 streets in the intersection
Street 33236, intersection 2429: 13 total wait time, 2 streets in the intersection
Street 14819, intersection 8267: 13 total wait time, 2 streets in the intersection
Street 21176, intersection 5084: 13 total wait time, 3 streets in the intersection
Street 8233, intersection 612: 13 total wait time, 2 streets in the intersection
Street 9193, intersection 4329: 13 total wait time, 3 streets in the intersection
Street 33064, intersection 1464: 13 total wait time, 3 streets in the intersection
Street 4434, intersection 2221: 13 total wait time, 3 streets in the intersection
Street 26005, intersection 128: 13 total wait time, 3 streets in the intersection
Street 29312, intersection 3353: 13 total wait time, 3 streets in the intersection
Street 5445, intersection 1294: 13 total wait time, 3 streets in the intersection
Street 16500, intersection 3582: 13 total wait time, 2 streets in the intersection
Street 96, intersection 3229: 13 total wait time, 3 streets in the intersection
Street 25371, intersection 5807: 13 total wait time, 2 streets in the intersection
Street 19480, intersection 3498: 13 total wait time, 2 streets in the intersection
Street 15188, intersection 6710: 13 total wait time, 3 streets in the intersection
Street 15001, intersection 4839: 13 total wait time, 2 streets in the intersection
Street 31442, intersection 8217: 13 total wait time, 3 streets in the intersection
Street 16702, intersection 3716: 13 total wait time, 2 streets in the intersection
Street 33111, intersection 1780: 13 total wait time, 2 streets in the intersection
Street 9202, intersection 2962: 13 total wait time, 2 streets in the intersection
Street 21497, intersection 7566: 13 total wait time, 2 streets in the intersection
Street 8064, intersection 3294: 13 total wait time, 3 streets in the intersection
Street 33315, intersection 8216: 13 total wait time, 2 streets in the intersection
Street 23942, intersection 2728: 13 total wait time, 2 streets in the intersection
Street 18772, intersection 9507: 13 total wait time, 2 streets in the intersection
Street 14502, intersection 3259: 13 total wait time, 2 streets in the intersection
Street 17474, intersection 8968: 13 total wait time, 2 streets in the intersection
Street 6057, intersection 881: 13 total wait time, 2 streets in the intersection
Street 18881, intersection 7640: 13 total wait time, 2 streets in the intersection
Street 26249, intersection 2134: 12 total wait time, 2 streets in the intersection
Street 16486, intersection 2922: 12 total wait time, 3 streets in the intersection
Street 24427, intersection 780: 12 total wait time, 4 streets in the intersection
Street 11702, intersection 739: 12 total wait time, 2 streets in the intersection
Street 22637, intersection 1937: 12 total wait time, 2 streets in the intersection
Street 29528, intersection 6514: 12 total wait time, 2 streets in the intersection
Street 5751, intersection 8995: 12 total wait time, 3 streets in the intersection
Street 16144, intersection 4955: 12 total wait time, 4 streets in the intersection
Street 19870, intersection 2203: 12 total wait time, 2 streets in the intersection
Street 23764, intersection 3884: 12 total wait time, 3 streets in the intersection
Street 26407, intersection 7588: 12 total wait time, 2 streets in the intersection
