Hash Code 2021

Simulation
----------
Duration     : 1640
Intersections: 10000
Streets      : 35030
Cars         : 1000
Max score    : 1328389
Bonus points : 100

Schedule
--------
Intersections   : 7660
Street lights   : 11472
Arrived cars    : 998
Earliest arrival: 1
Latest arrival  : 1606
Crossed streets : 11472
Total wait time : 17457
Schedule score  : 1310774
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 24650, intersection 5758: 20 total wait time, 2 streets in the intersection
Street 13641, intersection 1622: 20 total wait time, 2 streets in the intersection
Street 21328, intersection 6027: 20 total wait time, 3 streets in the intersection
Street 28780, intersection 1629: 20 total wait time, 2 streets in the intersection
Street 12920, intersection 3947: 19 total wait time, 2 streets in the intersection
Street 5517, intersection 9868: 19 total wait time, 3 streets in the intersection
Street 9183, intersection 4019: 19 total wait time, 2 streets in the intersection
Street 4802, intersection 2377: 19 total wait time, 2 streets in the intersection
Street 19366, intersection 6276: 19 total wait time, 2 streets in the intersection
Street 31238, intersection 4022: 19 total wait time, 2 streets in the intersection
Street 13401, intersection 5370: 19 total wait time, 2 streets in the intersection
Street 8414, intersection 4021: 19 total wait time, 2 streets in the intersection
Street 22634, intersection 5667: 19 total wait time, 2 streets in the intersection
Street 12520, intersection 9506: 19 total wait time, 3 streets in the intersection
Street 32888, intersection 4554: 19 total wait time, 2 streets in the intersection
Street 29659, intersection 5738: 19 total wait time, 3 streets in the intersection
Street 29803, intersection 4091: 18 total wait time, 3 streets in the intersection
Street 3797, intersection 4485: 18 total wait time, 3 streets in the intersection
Street 19650, intersection 4539: 18 total wait time, 3 streets in the intersection
Street 32664, intersection 7592: 18 total wait time, 4 streets in the intersection
Street 24908, intersection 5678: 18 total wait time, 3 streets in the intersection
Street 1558, intersection 2081: 18 total wait time, 2 streets in the intersection
Street 21430, intersection 4935: 18 total wait time, 2 streets in the intersection
Street 7239, intersection 4500: 18 total wait time, 4 streets in the intersection
Street 12789, intersection 6515: 18 total wait time, 2 streets in the intersection
Street 30115, intersection 4446: 18 total wait time, 2 streets in the intersection
Street 13231, intersection 2033: 18 total wait time, 2 streets in the intersection
Street 11996, intersection 3647: 18 total wait time, 3 streets in the intersection
Street 17556, intersection 6511: 18 total wait time, 3 streets in the intersection
Street 2685, intersection 590: 18 total wait time, 2 streets in the intersection
Street 9898, intersection 8981: 18 total wait time, 2 streets in the intersection
Street 31141, intersection 1929: 18 total wait time, 2 streets in the intersection
Street 2492, intersection 748: 18 total wait time, 3 streets in the intersection
Street 29875, intersection 5083: 18 total wait time, 3 streets in the intersection
Street 26191, intersection 2032: 18 total wait time, 2 streets in the intersection
Street 26935, intersection 2122: 18 total wait time, 2 streets in the intersection
Street 29744, intersection 3049: 18 total wait time, 2 streets in the intersection
Street 16592, intersection 4362: 18 total wait time, 2 streets in the intersection
Street 22929, intersection 476: 18 total wait time, 3 streets in the intersection
Street 18062, intersection 5848: 18 total wait time, 2 streets in the intersection
Street 7948, intersection 4606: 18 total wait time, 2 streets in the intersection
Street 28228, intersection 2498: 17 total wait time, 2 streets in the intersection
Street 16500, intersection 3582: 17 total wait time, 2 streets in the intersection
Street 21599, intersection 4073: 17 total wait time, 2 streets in the intersection
Street 20143, intersection 687: 17 total wait time, 2 streets in the intersection
Street 27178, intersection 1511: 17 total wait time, 2 streets in the intersection
Street 13571, intersection 1405: 17 total wait time, 3 streets in the intersection
Street 2844, intersection 2668: 17 total wait time, 4 streets in the intersection
  => New best score by adding 0 to street 2844: 1311488
Street 30905, intersection 600: 17 total wait time, 2 streets in the intersection
Street 28809, intersection 7004: 17 total wait time, 4 streets in the intersection
Street 1963, intersection 3612: 17 total wait time, 3 streets in the intersection
Street 27488, intersection 4956: 17 total wait time, 2 streets in the intersection
Street 15238, intersection 4357: 17 total wait time, 2 streets in the intersection
Street 7646, intersection 7898: 17 total wait time, 2 streets in the intersection
Street 24693, intersection 5029: 16 total wait time, 3 streets in the intersection
Street 24021, intersection 342: 16 total wait time, 2 streets in the intersection
Street 14623, intersection 6641: 16 total wait time, 3 streets in the intersection
Street 1780, intersection 345: 16 total wait time, 4 streets in the intersection
Street 18241, intersection 8630: 16 total wait time, 3 streets in the intersection
Street 11367, intersection 3451: 16 total wait time, 2 streets in the intersection
Street 13816, intersection 4356: 16 total wait time, 3 streets in the intersection
Street 11636, intersection 4740: 16 total wait time, 2 streets in the intersection
Street 34377, intersection 8690: 16 total wait time, 3 streets in the intersection
Street 27812, intersection 8798: 16 total wait time, 3 streets in the intersection
Street 5194, intersection 4945: 16 total wait time, 3 streets in the intersection
Street 30137, intersection 2031: 16 total wait time, 4 streets in the intersection
Street 13877, intersection 4680: 16 total wait time, 2 streets in the intersection
Street 32357, intersection 4955: 16 total wait time, 4 streets in the intersection
Street 20937, intersection 6478: 16 total wait time, 2 streets in the intersection
Street 31909, intersection 3944: 16 total wait time, 2 streets in the intersection
Street 8481, intersection 5765: 16 total wait time, 2 streets in the intersection
Street 7614, intersection 3452: 16 total wait time, 2 streets in the intersection
Street 24652, intersection 2157: 16 total wait time, 2 streets in the intersection
Street 31603, intersection 2767: 16 total wait time, 2 streets in the intersection
Street 31761, intersection 7003: 16 total wait time, 2 streets in the intersection
Street 9362, intersection 944: 16 total wait time, 3 streets in the intersection
Street 9729, intersection 6586: 16 total wait time, 3 streets in the intersection
Street 31922, intersection 7759: 16 total wait time, 2 streets in the intersection
Street 26687, intersection 8222: 16 total wait time, 3 streets in the intersection
Street 21220, intersection 3664: 16 total wait time, 3 streets in the intersection
Street 9219, intersection 3266: 16 total wait time, 2 streets in the intersection
Street 17695, intersection 7796: 16 total wait time, 2 streets in the intersection
Street 24845, intersection 4682: 16 total wait time, 2 streets in the intersection
Street 8059, intersection 2437: 16 total wait time, 2 streets in the intersection
Street 18105, intersection 3669: 16 total wait time, 2 streets in the intersection
Street 500, intersection 775: 16 total wait time, 3 streets in the intersection
Street 25390, intersection 1851: 16 total wait time, 2 streets in the intersection
Street 24856, intersection 1263: 16 total wait time, 3 streets in the intersection
Street 25561, intersection 7007: 16 total wait time, 2 streets in the intersection
Street 34530, intersection 4441: 15 total wait time, 3 streets in the intersection
Street 33112, intersection 1778: 15 total wait time, 3 streets in the intersection
Street 18919, intersection 5444: 15 total wait time, 2 streets in the intersection
Street 15327, intersection 9371: 15 total wait time, 3 streets in the intersection
Street 17872, intersection 8463: 15 total wait time, 2 streets in the intersection
Street 20904, intersection 7575: 15 total wait time, 2 streets in the intersection
Street 12967, intersection 4694: 15 total wait time, 2 streets in the intersection
Street 10525, intersection 5622: 15 total wait time, 4 streets in the intersection
Street 15123, intersection 5773: 15 total wait time, 2 streets in the intersection
Street 30540, intersection 8219: 15 total wait time, 3 streets in the intersection
Street 25282, intersection 4175: 15 total wait time, 2 streets in the intersection
Street 1204, intersection 1712: 15 total wait time, 3 streets in the intersection
Street 24692, intersection 4946: 15 total wait time, 2 streets in the intersection
Street 11360, intersection 746: 15 total wait time, 2 streets in the intersection
Street 26785, intersection 5362: 15 total wait time, 2 streets in the intersection
Street 19606, intersection 7224: 15 total wait time, 3 streets in the intersection
Street 25672, intersection 4947: 15 total wait time, 2 streets in the intersection
Street 25674, intersection 5030: 15 total wait time, 2 streets in the intersection
Street 16140, intersection 7881: 15 total wait time, 2 streets in the intersection
Street 29333, intersection 3294: 15 total wait time, 3 streets in the intersection
Street 8169, intersection 1629: 15 total wait time, 2 streets in the intersection
Street 33654, intersection 4552: 15 total wait time, 3 streets in the intersection
Street 32631, intersection 7333: 15 total wait time, 2 streets in the intersection
